,GrLivArea,GarageCars,BsmtQual_Ex,BsmtFinType1_GLQ,TotalBsmtSF,RoofMatl_ClyTile,KitchenAbvGr,KitchenQual_Ex,Condition2_PosN,KitchenQual_Gd,OverallQual_10,LotArea,YearBuilt,YrSold,OverallQual_9,OverallQual_8,BsmtFinSF1,SaleType_New,Neighborhood_Crawfor,OverallQual_7,OverallCond_7,Neighborhood_NoRidge,BsmtExposure_Gd,OverallCond_8,OverallCond_6,OverallCond_9,Neighborhood_StoneBr,MSSubClass_160,Exterior1st_BrkFace,Neighborhood_NridgHt,Neighborhood_Somerst,RoofMatl_WdShngl,SaleCondition_Abnorml,PoolArea,LowQualFinSF,Functional_Maj1,Neighborhood_BrkSide,MSSubClass_120,Fireplaces,OverallCond_3,LotConfig_CulDSac,MasVnrArea,PoolQC_Fa,ScreenPorch,RoofMatl_Tar&Grv,OverallCond_4,Condition1_RRAe,Condition1_Artery,Street_Grvl,MSSubClass_180,BedroomAbvGr,MoSold,BsmtFinSF2,Foundation_CBlock,LandSlope_Sev,Neighborhood_Mitchel,Condition1_Feedr,Functional_Sev,Functional_Min1,Neighborhood_NPkVill,Functional_Min2,MSZoning_C (all),GarageArea,FireplaceQu_Ex,PoolQC_Gd,GarageType_2Types,Neighborhood_NWAmes,GarageCond_Not_Avail,Foundation_Wood,Neighborhood_Edwards,Heating_OthW,PoolQC_Ex,SaleType_Con,LandSlope_Mod,3SsnPorch,YearRemodAdd,Functional_Maj2,RoofMatl_Membran,Functional_Mod,LotShape_IR2,LotConfig_FR2,FullBath,BsmtExposure_Av,LandContour_Bnk,Utilities_NoSeWa,TotRmsAbvGrd,MasVnrType_BrkCmn,Foundation_BrkTil,MasVnrType_BrkFace,SaleCondition_Family,ExterCond_Gd,LandContour_Low,RoofMatl_Metal,SaleType_ConLD,BsmtFinType2_ALQ,Exterior2nd_Plywood,Exterior2nd_HdBoard,Neighborhood_SawyerW,MSSubClass_40,Neighborhood_BrDale,MSZoning_RM,WoodDeckSF,GarageQual_Ex,SalePrice
378,1856,3,1,1,1856,0,1,1,0,0,0,11394,2010,2010,1,0,1445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,350,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,834,1,0,0,0,0,0,0,0,0,0,0,0,2010,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,394432
379,1800,2,0,0,982,0,1,0,0,0,0,8123,2000,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,179000
380,1691,1,0,0,1026,0,1,0,0,1,0,5000,1924,2010,0,0,218,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000
381,1301,2,0,0,1293,0,1,0,0,1,0,7200,2006,2006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,187750
382,1797,2,0,0,939,0,1,0,0,1,0,9245,2006,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,213500
383,784,2,0,0,784,0,1,0,0,0,0,9000,1928,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76000
384,1953,2,0,1,1580,0,1,0,0,1,0,53107,1992,2007,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,1,0,1992,0,0,0,1,0,2,1,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,216,0,240000
385,1269,2,0,1,1256,0,1,0,0,1,0,3182,2004,2010,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,144,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146,0,192000
386,1184,0,0,0,658,0,1,0,0,0,0,8410,1910,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1996,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000
387,1125,1,0,0,1041,0,1,0,0,0,0,7200,1976,2009,0,0,631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,255,0,0,0,0,0,0,0,0,3,10,0,1,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,1,0,0,0,0,0,1976,0,0,0,0,0,1,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,296,0,125000
388,1479,2,0,0,1468,0,1,0,0,1,0,9382,1999,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,191000
389,2332,3,1,1,1682,0,1,1,0,0,1,12474,2007,2008,0,0,1280,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,272,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,846,1,0,0,0,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,426000
390,1367,1,0,0,861,0,1,0,0,0,0,8405,1900,2008,0,0,241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,391,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,1,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119000
391,1961,2,1,0,804,0,1,0,0,1,0,12209,2001,2009,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,215000
392,882,1,0,0,0,0,1,0,0,0,0,8339,1959,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,1959,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106500
393,788,0,0,0,788,0,1,0,0,0,0,7446,1941,2006,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
394,1034,1,0,0,735,0,1,0,0,0,0,10134,1940,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109000
395,1144,1,0,0,1144,0,1,0,0,0,0,9571,1956,2010,0,0,739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,1,0,0,0,0,0,1956,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,129000
396,894,2,0,0,894,0,1,0,0,0,0,7200,1972,2009,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215,0,123000
397,1812,1,0,0,864,0,1,0,0,0,0,7590,1962,2007,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,288,0,0,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,1962,0,0,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169500
398,1077,1,0,0,961,0,1,0,0,0,0,8967,1920,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,1950,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67000
399,1550,2,0,1,1092,0,1,0,0,1,0,8125,2006,2009,0,0,812,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241000
400,1288,2,0,1,1260,0,1,1,0,0,0,14963,1996,2008,0,1,786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,224,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,245500
401,1310,2,0,1,1310,0,1,0,0,1,0,8767,2005,2006,0,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164990
402,672,1,0,0,672,0,1,0,0,0,0,10200,1940,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,1997,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,108000
403,2263,2,0,0,1141,0,1,0,0,1,0,12090,1998,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,650,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,2,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144,0,258000
404,1572,2,0,0,806,0,1,0,0,0,0,10364,1995,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168000
405,1620,2,0,0,1281,0,1,0,0,0,0,9991,1976,2009,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,6,0,1,0,0,1,0,1,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,1993,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,150000
406,1639,1,0,0,1064,0,1,0,0,0,0,10480,1936,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,1950,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
407,1680,1,0,0,840,0,1,0,0,0,0,15576,1915,2008,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,1976,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,177000
408,2172,3,1,0,1063,0,1,0,0,1,0,14154,2006,2007,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,350,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,2,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,192,0,280000
409,2078,3,1,1,1034,0,1,1,0,0,0,10800,2007,2008,0,1,789,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339750
410,1276,1,0,0,1276,0,1,0,0,0,0,9571,1958,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,1,0,0,0,0,0,1958,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
411,1056,2,0,0,1056,0,1,0,0,0,0,34650,1955,2006,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,1955,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,145000
412,1478,2,1,1,1470,0,1,0,0,1,0,4403,2009,2010,0,0,578,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,432,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,1,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222000
413,1028,2,0,0,1008,0,1,0,0,0,0,8960,1927,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115000
414,2097,3,0,0,1080,0,1,0,0,1,0,11228,1993,2008,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,531,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,1993,0,0,0,1,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196,0,228000
415,1340,2,0,1,1340,0,1,0,0,1,0,8899,2007,2007,0,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,181134
416,1400,2,0,0,672,0,1,0,0,0,0,7844,1978,2006,0,0,209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,149500
417,2624,3,0,0,1370,0,1,0,0,0,0,22420,1918,2007,0,0,1128,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,1,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,2,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239000
418,1134,1,0,0,756,0,1,0,0,0,0,8160,1940,2007,0,0,312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,1,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126000
419,1056,1,0,0,1056,0,1,0,0,0,0,8450,1968,2010,0,0,775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142000
420,1344,4,0,1,1344,0,2,0,0,0,0,7060,1997,2008,0,0,1309,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,2,11,0,0,0,1,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,2,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,206300
421,1602,2,0,0,1602,0,1,0,0,1,0,16635,1977,2009,0,0,1246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,126,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,529,0,0,0,1,0,0,0,0,0,0,0,0,2000,0,0,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,215000
422,988,2,0,0,988,0,1,0,0,0,0,21750,1954,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,1,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,1,0,1954,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113000
423,2630,3,0,1,1470,0,1,0,0,1,0,9200,1998,2008,0,1,986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,473,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315000
424,1196,1,0,0,1196,0,1,0,0,0,0,9000,1956,2008,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,1956,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
425,1389,1,0,0,651,0,1,0,0,0,0,3378,1946,2009,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,1992,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,135000
426,1644,2,0,1,1518,0,1,0,0,1,0,12800,1989,2009,0,0,1518,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145,0,396,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,1,0,1989,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,80,0,275000
427,907,1,0,0,907,0,1,0,0,0,0,8593,1957,2008,0,0,288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109008
428,1208,2,0,1,1208,0,1,0,0,1,0,6762,2007,2007,0,0,664,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,0,195400
429,1412,2,0,1,1392,0,1,0,0,1,0,11457,1988,2009,0,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,175000
430,987,1,0,0,483,0,1,0,0,0,0,1680,1971,2008,0,0,387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,1971,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,85400
431,1198,0,0,0,901,0,1,0,0,0,0,5586,1920,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,0,0,0,0,0,1,0,1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,79900
432,1365,2,0,0,765,0,1,0,0,0,0,1920,1971,2007,0,0,471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,2,8,0,1,0,0,0,0,1,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,1971,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,240,0,122500
433,1604,2,0,0,926,0,1,0,0,0,0,10839,1997,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181000
434,630,0,0,0,630,0,1,0,0,0,0,1890,1972,2008,0,0,495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1972,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,0,81000
435,1661,2,0,1,799,0,1,0,0,1,0,10667,1996,2009,0,0,385,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,4,344,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,0,0,1,0,2,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158,0,212000
436,1118,2,0,0,648,0,1,0,0,0,0,4400,1920,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116000
